transactionID,dateTime,customerID,productID,categoryID,storeID,salesPersonID,productValue
929142,34006200,63069,5588,101,36,129,7.83
929142,34006200,63069,4340,95,36,129,18.9
930168,76871100,,6468,71,38,211,13.5
930647,43672680,,893,80,4,185,12.5
930647,43672680,,5503,85,4,185,7
931637,57507300,,4554,51,14,87,15.6
931637,57507300,,6036,140,14,87,11
931687,34097100,,4440,92,36,134,7.2
934364,57244680,51762,943,110,8,107,2.5
934390,32967000,,1757,75,1,63,7
934390,32967000,,1759,71,1,63,3.4
934565,32967900,,6477,28,1,2,3
950170,35996700,,5748,99,22,122,6
952226,58791060,,5588,101,6,132,15
956841,54567900,,832,68,2,193,17.5
959134,78762900,65397,6325,99,13,75,3.7
959134,78762900,65397,6510,71,13,75,14.5
960730,69503760,,6406,36,16,34,25
960798,42313620,,4208,75,29,137,17
961248,41708580,,3842,44,9,,21.4
961248,41708580,,5918,44,9,,5
961248,41708580,,5881,164,9,,45
961248,41708580,,5890,164,9,,45
961248,41708580,,2541,75,9,,17
961248,41708580,,5867,36,9,,39.5
964354,45163680,,5223,136,20,195,20.5
966448,48853320,,5370,41,27,,10
971641,69955740,21406,6458,92,3,253,23.5
971641,69955740,21406,4552,146,3,253,13.2
972041,87832740,34420,6183,131,28,271,18.96
972041,87832740,34420,8518,92,28,271,14.8
972041,87832740,34420,6459,92,28,271,18.8
973717,70117440,,5952,94,3,192,22.9
979796,61320120,,6274,44,1,2,3.5
980524,32105040,,6531,75,28,177,17
980524,32105040,,5519,75,28,177,17
984794,47122440,,5585,99,23,109,7.8
985439,38144280,,3955,134,33,106,8.9
985439,38144280,,2639,138,33,106,8.3
985602,36685680,,4533,94,16,42,21.2
987758,43847940,,5585,99,29,58,7.8
988903,42994440,,1661,92,9,,18.9
988903,42994440,,840,69,9,,4.8
991635,41078220,,1586,92,7,163,23.2
991635,41078220,,1119,68,7,163,20.4
995200,41257680,,5998,71,7,165,7
995200,41257680,,3461,44,7,165,3
998011,61651920,,2068,146,1,2,15
1003449,44041800,,6557,146,9,,14.4
1003449,44041800,,2404,85,9,,9.8
1003449,44041800,,5315,146,9,,15.4
1005000,93636180,,286,36,21,212,40
1005878,59936760,52379,4475,84,8,222,12.5
1006819,70293840,,5235,48,36,36,16.48
1011102,36160980,,4362,127,11,78,14.4
1011102,36160980,,3343,127,11,78,15.4
1012446,80228220,,3482,75,38,214,12
1012448,115394640,159852,6834,28,29,276,6.9
1016145,40929660,,5840,71,21,148,7
1016145,40929660,,3671,24,21,148,3
1019936,61126500,,6037,140,17,32,13.7
1019936,61126500,,6039,140,17,32,13.7
1019936,61126500,,2992,71,17,32,15
1019936,61126500,,6564,119,17,32,38.5
1019936,61126500,,6958,91,17,32,10.9
1019936,61126500,,7034,109,17,32,15.2
1023855,59679480,,6299,36,9,,14.5
1023855,59679480,,5588,101,9,,7.5
1024112,64415520,,3482,75,19,33,13.5
1024367,35204100,,2567,140,5,116,13.8
1025787,61226700,,1761,76,17,32,17
1025787,61226700,,6122,148,17,32,19
1032026,78930780,,8473,99,16,34,11.8
1036697,46195260,54056,6458,92,25,161,18
1036697,46195260,54056,5507,75,25,161,15.3
1036697,46195260,54056,5841,71,25,161,6.3
1044350,61392360,27912,6213,99,2,3,13.5
1044350,61392360,27912,274,36,2,3,30
1044350,61392360,27912,5901,71,2,3,3.4
1046878,66673140,140959,5502,41,19,33,21.5
1049234,62176860,,4276,30,1,2,16
1049234,62176860,,6531,75,1,2,18
1049234,62176860,,5906,44,1,2,2
1049601,116793480,,6021,140,32,260,10
1051865,39172380,,1284,64,16,42,26.9
1051865,39172380,,5506,85,16,42,7
1054673,62009940,,2375,64,17,32,15
1055425,39453420,,4052,71,22,136,4.8
1056144,34100940,,5519,75,28,74,17
1056144,34100940,,5507,75,28,74,17
1059523,82987740,,5997,71,38,214,8
1059523,82987740,,8504,110,38,214,5
1059976,48871680,,5649,144,35,35,14.4
1064133,56105400,25067,3705,71,27,130,2
1064416,47406600,,4074,92,25,140,21.7
1065763,61995960,,6187,148,2,3,19
1065763,61995960,,3697,146,2,3,13
1066261,51109380,,6996,40,20,75,6.8
1069490,93355440,,1224,110,25,26,7.9
1071038,36264480,,1121,134,5,92,6.9
1071327,48255120,,5680,36,30,60,7.5
1071659,49659000,,1856,146,9,,22.9
1072348,83775600,,5490,71,13,34,4.5
1079632,48168360,145797,2527,52,29,46,8.9
1081330,56554620,26285,5607,71,15,31,4.5
1081330,56554620,26285,2404,85,15,31,8.5
1087260,43345920,,4440,92,21,147,7.2
1089904,48966600,39134,3953,134,30,143,8.01
1090042,79887180,,944,110,6,36,7.9
1090042,79887180,,5651,76,6,36,14.5
1090042,79887180,,1782,144,6,36,15
1091821,57594300,10793,5489,125,27,52,14.25
1091821,57594300,10793,5583,99,27,52,10
1092333,35214420,,2441,75,28,141,12
1092499,37644300,,5490,71,1,39,4
1095603,37390020,,3482,75,11,121,13.5
1100112,41533740,,2082,99,22,136,12.4
1100112,41533740,,1075,99,22,136,15.9
1100556,58279200,10483,4075,92,27,50,22.51
1100556,58279200,10483,6976,91,27,50,13.37
1100556,58279200,10483,1221,91,27,50,8.72
1102321,50694240,,2008,28,4,103,3.6
1107507,42739380,,3516,28,33,81,8.3
1114391,92588880,89150,6548,51,5,277,13.2
1114391,92588880,89150,280,36,5,277,22.5
1114391,92588880,89150,5651,76,5,277,34.8
1114391,92588880,89150,6762,40,5,277,21.2
1114391,92588880,89150,6761,40,5,277,21.2
1114391,92588880,89150,8468,101,5,277,6.32
1119696,103287600,124973,1668,91,27,305,24.7
1124860,67103100,,1707,163,6,132,8.5
1124860,67103100,,5500,122,6,132,11.5
1126740,94833540,,6417,134,14,271,14.4
1126740,94833540,,6474,71,14,271,18.5
1126740,94833540,,1121,134,14,271,8.4
1126740,94833540,,5610,71,14,271,6
1128735,38764020,39862,5608,71,1,138,7.2
1128735,38764020,39862,7058,41,1,138,15.21
1131475,64238220,,5969,71,1,2,13
1134439,93203940,,6720,36,5,289,25
1134439,93203940,,6619,148,5,289,8.5
1136409,77472780,,3641,29,19,33,18.7
1136840,45071460,,1045,91,21,171,10.9
1139489,44101560,,2527,52,33,81,7
1141751,39271260,101546,2685,52,1,2,11.84
1141751,39271260,101546,5316,146,1,2,13.91
1144976,72354240,14765,8495,110,14,119,7.5
1147289,33231000,,5260,71,1,61,15
1147289,33231000,,5606,71,1,61,8
1147289,33231000,,5265,71,1,61,10
1147289,33231000,,5843,71,1,61,7
1151562,65122080,123245,6280,146,1,2,13
1159491,61825320,,6325,99,26,12,3.5
1164927,43579200,,5843,71,16,66,7
1166918,37389540,,1586,92,28,74,23.2
1166918,37389540,,7028,109,28,74,14.8
1166918,37389540,,846,68,28,74,16.4
1168075,70211100,,6356,71,17,32,1.4
1168075,70211100,,6352,71,17,32,3.6
1168083,68897760,125095,4208,75,2,170,14.8
1172207,61639320,81319,6270,44,27,23,1.5
1172207,61639320,81319,6313,36,27,23,39.5
1175500,62346960,24686,5835,94,9,29,15
1175500,62346960,24686,6276,44,9,29,1
1175500,62346960,24686,5965,94,9,29,7
1175500,62346960,24686,3743,94,9,29,5
1176448,70886880,,5978,75,17,32,18.5
1177331,53808120,,4440,92,25,174,6
1177331,53808120,,4075,92,25,174,18
1184141,70206660,,3706,71,2,170,4.5
1184141,70206660,,3708,71,2,170,4.5
1184159,72631980,,1013,110,6,132,5
1185340,54040320,,2194,49,29,137,15.7
1185446,44809500,151158,748,91,22,54,13.5
1186532,70554360,70160,8508,109,2,170,11.35
1188086,63636780,,1124,134,8,212,9.5
1188086,63636780,,2030,146,8,212,13
1188579,39724800,,2952,75,5,171,17
1190103,45057660,,4440,92,22,136,7.2
1190285,72105060,,5901,71,17,32,3.4
1191330,56279520,26892,1709,163,4,103,13
1191330,56279520,26892,5980,75,4,103,9
1194554,99248580,,6855,146,30,48,21.7
1194554,99248580,,6958,91,30,48,11.6
1194554,99248580,,845,68,30,48,8.57
1196585,54920700,142661,2200,49,25,161,11.7
1196620,59396580,44992,6973,91,20,195,10.4
1196620,59396580,44992,5545,140,20,195,4.2
1196941,37026540,119588,5959,109,8,162,2.25
1196941,37026540,119588,1121,134,8,162,6.21
1197717,62010360,,279,36,27,23,24.5
1199322,55096740,,5393,131,25,126,22.5
1200968,46358760,12090,5973,71,33,81,13
1200968,46358760,12090,2289,101,33,81,8
1200968,46358760,12090,1583,92,33,81,9.45
1203367,100536480,7856,6824,71,32,127,8.2
1203367,100536480,7856,3985,76,32,127,18.7
1203367,100536480,7856,6353,76,32,127,18.7
1203367,100536480,7856,6350,75,32,127,18.7
1206573,110377080,,6857,76,27,50,15
1206573,110377080,,5186,44,27,50,5.4
1210647,60106560,48410,8479,148,20,195,5
1211150,93787380,,282,36,13,210,25
1211150,93787380,,6215,71,13,210,3.4
1211150,93787380,,968,110,13,210,7.9
1211150,93787380,,6544,71,13,210,4.8
1211150,93787380,,6566,71,13,210,4.5
1213350,96818820,25574,8495,110,14,34,6
1213814,74524140,,6496,163,17,32,21
1214809,100975200,,1679,75,5,212,18.7
1216768,43245720,,2197,49,36,47,17.9
1218403,60955620,,5427,142,23,10,17.8
1221669,40660740,78574,3663,24,5,189,2.7
1221669,40660740,78574,3756,24,5,189,2.7
1221669,40660740,78574,2952,75,5,189,15.3
1226433,60700380,58934,5649,144,20,195,12
1226483,38595060,120211,5135,131,28,74,6.95
1226483,38595060,120211,5394,131,28,74,11.95
1226483,38595060,120211,7058,41,28,74,8.45
1226483,38595060,120211,5501,41,28,74,8.2
1226483,38595060,120211,5133,131,28,74,7.45
1229127,93693720,,6573,78,16,36,4.5
1233013,105885000,,6468,71,35,48,13.7
1235442,41097780,,5023,28,5,43,5.5
1240513,95099580,,2441,75,13,118,12
1240701,46437180,,5748,99,16,97,6
1244430,118074240,,6887,36,5,277,28.5
1247303,108138660,,842,69,1,48,4.6
1247303,108138660,,8488,92,1,48,13.7
1250400,102598140,,3345,94,26,34,16.2
1252128,61669380,,5997,71,23,10,8
1257040,93189960,108215,6828,71,3,25,8
1258055,39724980,,6988,110,28,175,7.5
1258055,39724980,,2607,82,28,175,6.7
1262537,96833520,,6321,99,9,,3.8
1262874,91018500,,6830,71,19,33,8
1264835,114960120,140017,6280,146,27,50,14.5
1264835,114960120,140017,6546,48,27,50,19.9
1265437,60524940,48516,7029,109,35,35,10.64
1265437,60524940,48516,805,109,35,35,9.36
1267745,60538380,,5872,36,35,35,7
1269131,65273640,,3493,29,27,130,3
1269148,42299040,,743,91,5,92,15
1269148,42299040,,1281,109,5,92,12.9
1275073,45657480,,5678,36,11,78,5
1275073,45657480,,5545,140,11,78,4
1282955,98965020,,1060,52,25,36,10
1283273,45923340,,5606,71,11,78,8
1290754,36345720,,3953,134,1,39,8.9
1291251,50321700,,5477,48,21,147,12.4
1296127,56554740,22085,6325,99,7,155,1.75
1296244,82060200,,6417,134,6,51,14.2
1299935,61038480,57435,6135,36,4,44,35.56
1299935,61038480,57435,6180,36,4,44,18.01
1299935,61038480,57435,5903,71,4,44,6.12
1299935,61038480,57435,6192,148,4,44,5.85
1299935,61038480,57435,6001,71,4,44,3.06
1301415,36611340,,3641,29,1,63,16.9
1301415,36611340,,5905,71,1,63,3.4
1304337,60543360,9916,6186,92,29,20,24
1309298,48942960,146344,2068,146,16,91,4.75
1309406,62348940,,5589,101,20,16,8
1309406,62348940,,6213,99,20,16,13.5
1309406,62348940,,4443,84,20,16,10
1314835,36937380,59587,4340,95,1,84,18.9
1317845,45503820,,1707,163,1,61,8.8
1318272,47233080,,5972,71,11,166,13
1318272,47233080,,5847,75,11,166,22
1322231,47311080,,5344,94,11,71,17.5
1322231,47311080,,5753,94,11,71,19.75
1323857,84974160,151137,1060,52,2,131,12.5
1327391,47486040,157807,5852,48,11,166,12.51
1328073,100715580,1111,6503,71,13,118,14.7
1328073,100715580,1111,6524,75,13,118,18.7
1328073,100715580,1111,6923,125,13,118,29.2
1328073,100715580,1111,2823,49,13,118,22.2
1328779,73056780,3701,8456,110,1,138,7.11
1328779,73056780,3701,4340,95,1,138,18.49
1328779,73056780,3701,6212,99,1,138,3.5
1329310,42478500,,5998,71,28,175,4.77
1329310,42478500,,2988,71,28,175,10.23
1330017,63479640,,2020,44,20,41,11.5
1332731,50005260,,5997,71,16,91,7
1332731,50005260,,3704,71,16,91,4
1340372,97166520,17125,3669,24,38,213,3.6
1340429,61830840,,6326,99,4,199,3.5
1340429,61830840,,6323,99,4,199,3.5
1342493,51462420,7888,776,146,33,106,12.96
1342547,74366820,101621,8442,110,1,2,5
1346413,87222720,,5449,75,6,51,18.5
1346413,87222720,,5650,76,6,51,14.5
1346767,51708360,,6996,40,33,106,6.8
1349718,65292840,,2404,85,23,65,8.5
1354442,51378900,,4102,71,22,198,13.08
1354442,51378900,,5841,71,22,198,7.92
1354442,51378900,,5841,71,22,198,7.92
1354442,51378900,,4102,71,22,198,13.08
1354442,51378900,,5858,36,22,198,57
1354477,61820280,,5994,71,30,60,6.86
1354477,61820280,,6814,71,30,60,14.14
1354477,61820280,,6348,148,30,60,6
1356194,88774440,,6589,142,17,32,15
1356656,76103580,,5277,40,1,61,26.5
1356656,76103580,,5606,71,1,61,9
1356656,76103580,,5718,62,1,61,15
1356656,76103580,,4208,75,1,61,18.5
1360252,47124420,,4201,71,1,145,7
1360252,47124420,,3281,71,1,145,5
1362848,51533220,,1013,110,16,42,5
1365568,89467920,,6527,75,6,51,18.5
1370334,44126340,51649,6456,92,28,175,18
1371821,62184420,,6234,36,29,20,12.5
1372100,47466840,,3482,75,1,138,12
1372100,47466840,,2030,146,1,138,12.4
1378299,62775060,,3756,24,35,35,3
1379354,52486200,,5410,140,22,136,6.5
1383823,49565760,,5975,51,11,78,14.8
1389220,42661860,,1119,68,8,144,20.4
1390458,115649100,,5370,41,15,36,16.5
1391341,38849100,2953,3300,140,1,145,13.05
1391341,38849100,2953,4552,146,1,145,13.4
1392240,92073720,,1045,91,6,21,11.5
1393059,104148420,,6857,76,19,33,15
1393059,104148420,,6812,71,19,33,10.5
1396433,62196000,,280,36,25,161,24.5
1399973,79290060,,8521,109,26,114,11.5
1399973,79290060,,1221,91,26,114,11.5
1404457,108567000,,6453,163,13,320,17.7
1407830,93268860,,6828,71,17,32,8
1407830,93268860,,6609,71,17,32,8
1407866,85935360,85010,4554,51,1,2,16.5
1408000,68895420,85987,2988,71,20,75,12.4
1408000,68895420,85987,5903,71,20,75,2.72
1408311,74518440,,3767,71,9,,5
1411366,107083680,,4362,127,19,33,15.2
1415084,92756580,,6683,36,14,7,10
1415084,92756580,,6684,36,14,7,10
1415462,54990060,,5393,131,21,40,22.5
1416645,99750120,142458,6604,99,3,253,10
1420452,81428580,,6987,29,26,187,3.5
1421987,69939360,4985,6288,71,20,41,5
1421987,69939360,4985,5994,71,20,41,5
1421987,69939360,4985,5843,71,20,41,8
1425994,100370100,,2197,49,3,253,19.9
1426156,110714760,,6076,92,13,303,19
1426156,110714760,,8529,91,13,303,19.5
1426156,110714760,,8444,91,13,303,14.5
1427142,61814580,,8469,146,7,203,15.8
1429872,82225380,94297,6539,71,26,102,15.5
1429872,82225380,94297,5714,40,26,102,15.5
1432287,93625200,,6467,71,6,21,13.5
1440629,93726900,,286,36,6,21,20
1440700,111324360,,6223,163,19,33,8
1442237,72712740,104118,6459,92,23,160,23.5
1444106,55774620,36929,2988,71,33,81,7.5
1444345,93465660,,6619,148,14,7,8.5
1446024,62164620,71384,2824,49,7,155,17.55
1446024,62164620,71384,6194,148,7,155,17.1
1448462,65902860,,5023,28,29,164,6
1456269,65538600,,6532,75,25,18,18
1457034,65622240,,4010,75,25,126,12.5
1458178,53087400,,834,68,36,47,10
1458178,53087400,,836,68,36,47,10
1459482,114018060,,1121,134,13,320,8.7
1460353,56890740,56873,5852,48,22,136,13
1460353,56890740,56873,999,48,22,136,9.75
1463721,82128540,,6276,44,15,31,1
1464688,115203900,,4364,127,19,33,15.4
1464688,115203900,,4360,127,19,33,12.8
1465006,93874080,,8468,101,14,7,7.9
1465006,93874080,,2296,101,14,7,17.5
1465837,77896440,,5712,71,9,,5
1465837,77896440,,4011,76,9,,8
1468417,114952080,68148,1680,75,13,48,18.9
1468563,68907180,,4176,146,35,35,21.2
1473021,47830980,,5488,125,28,62,26.9
1473021,47830980,,3217,48,28,62,20.4
1473021,47830980,,3949,134,28,62,10.9
1479039,57489180,8992,6194,148,16,97,9.5
1479039,57489180,8992,4076,92,16,97,18
1480457,49033620,,5843,71,5,43,7
1480578,57340680,12956,8444,91,33,81,6.75
1480578,57340680,12956,6183,131,33,81,18
1480578,57340680,12956,6227,131,33,81,14.32
1480818,96568980,,6186,92,6,51,8
1483516,99742500,,6615,52,2,170,15.7
1483516,99742500,,4078,92,2,170,23.7
1483516,99742500,,1670,125,2,170,29.2
1485131,58444860,46261,2999,71,21,40,15
1485707,48358440,,5980,75,28,175,17
1487941,105895800,,6556,146,3,158,16.7
1487941,105895800,,8535,146,3,158,16.7
1487980,49383000,140704,6978,91,5,92,14.85
1489210,69690420,,2491,44,4,226,5
1491368,68399220,59057,744,91,30,60,17.5
1492282,101307540,,4481,84,17,32,18.9
1493095,101407560,,6532,75,17,32,18.7
1493095,101407560,,4430,24,17,32,4.6
1493913,54905820,,4201,71,11,166,7
1494386,57862620,50053,5401,132,33,45,8.5
1494386,57862620,50053,1761,76,33,45,17
1494386,57862620,50053,5623,28,33,45,4.5
1497285,58626480,8885,6066,99,16,97,13.5
1498311,58800900,50650,1781,144,22,136,10
1498311,58800900,50650,3956,134,22,136,11.5
1503536,55158480,,4554,51,36,47,12
1503536,55158480,,3756,24,36,47,3
1503635,86542440,,5998,71,15,31,8
1511367,96580680,111436,4437,71,14,278,7
1515384,59134020,,1759,71,33,45,3.4
1515384,59134020,,4325,71,33,45,4.8
1517732,57416400,49793,8453,110,11,78,7.5
1517732,57416400,49793,5535,140,11,78,11
1517732,57416400,49793,5573,140,11,78,5.5
1519922,46861980,,5557,140,8,118,13
1519922,46861980,,6973,91,8,118,12.2
1519922,46861980,,5970,71,8,118,13
1519922,46861980,,5539,140,8,118,10.5
1523220,109178940,,6215,71,3,191,3.9
1523296,56210460,33579,7045,109,36,129,6.2
1523296,56210460,33579,5983,28,36,129,12
1523296,56210460,33579,7102,111,36,129,5
1523296,56210460,33579,3458,44,36,129,6.5
1524513,79788900,11371,2197,49,23,109,19.9
1524541,70734600,85700,5002,144,30,60,14.5
1524541,70734600,85700,7082,109,30,60,11.35
1525971,50245920,,5975,51,28,175,14.8
1529764,80150820,98448,3984,71,23,65,12.4
1530670,58125660,,5490,71,11,166,4
1532352,60779460,,1013,110,21,1,5
1535249,66836040,,6405,36,7,155,10
1536264,66852300,,3767,71,7,155,5
1536264,66852300,,5201,142,7,155,13
1539259,51217560,,5587,101,5,92,12.8
1539965,108818040,,6825,71,17,32,8.5
1541120,60790380,,5903,71,16,8,3.4
1542145,79713360,,6354,76,20,75,4.5
1543371,79794840,,6484,99,20,75,5
1543371,79794840,,6449,71,20,75,10
1543786,72706260,,5812,125,29,58,19.9
1559437,74187000,156045,2197,49,29,46,15.9
1560407,52150860,,3985,76,5,178,17
1563254,73740900,90323,6458,92,30,82,23.5
1564909,58029540,9582,5605,71,36,47,9
1564909,58029540,9582,5410,140,36,47,6.5
1564909,58029540,9582,5650,76,36,47,13.5
1564909,58029540,9582,2859,48,36,47,15.12
1564909,58029540,9582,5852,48,36,47,13
1566673,83778900,40477,6225,131,23,160,26.7
1569290,48182820,153318,4362,127,8,133,12.96
1569290,48182820,153318,5276,40,8,133,23.22
1589168,55354500,,5560,140,1,61,4.2
1589168,55354500,,5537,140,1,61,4.2
1594755,110210460,132612,5501,41,6,315,18.4
1594755,110210460,132612,6556,146,6,315,10
1595775,61923900,56646,2527,52,22,9,10.5
1595775,61923900,56646,6325,99,22,9,3.5
1597345,117465420,,4424,24,2,216,4.9
1597345,117465420,,4426,24,2,216,4.9
1599352,78321600,,3527,28,4,44,7
1599352,78321600,,4173,49,4,44,26.5
1601087,45073500,9589,5583,99,1,39,11.52
1601785,61907160,,6314,36,33,13,14.5
1601785,61907160,,6326,99,33,13,3.5
1602588,53966760,,5610,71,5,189,6
1602588,53966760,,2375,64,5,189,15
1603422,76340580,,5713,40,30,238,26.5
1607446,78312900,111576,6462,71,25,265,10.8
1607446,78312900,111576,5586,101,25,265,18.5
1609666,62365620,,6064,99,16,8,11.43
1609666,62365620,,6062,99,16,8,8.57
1610607,88593660,,5904,71,23,65,3.4
1613083,107188200,14538,1679,75,14,278,18.7
1617856,79110480,,4342,29,4,185,12
1619898,79031640,121915,2296,101,25,161,17.5
1619898,79031640,121915,5586,101,25,161,18.5
1623315,108394140,30215,5173,24,14,85,4.6
1624257,62267820,,5169,24,33,13,4.5
1624257,62267820,,3669,24,33,13,3
1625146,87132960,,6557,146,9,,16.5
1632224,62180580,,5233,133,11,22,12
1634195,55594920,19002,6064,99,5,204,10
1639424,116177700,,2195,49,6,51,14.5
1641158,62274420,,6177,36,11,22,39.5
1642167,64832820,,5490,71,21,208,8
1642860,56035020,18775,2952,75,5,43,9
1643992,61071060,7062,5748,99,11,22,6
1643992,61071060,7062,1988,75,11,22,7
1645330,64498800,162367,3279,71,16,91,8
1645330,64498800,162367,5850,75,16,91,22
1645330,64498800,162367,6213,99,16,91,13.5
1647533,64595760,,4495,134,16,97,12.5
1649854,62696280,,2503,44,11,22,19.9
1651016,89043120,,805,109,9,,12.5
1651963,64842240,,5974,71,16,97,13
1651963,64842240,,4449,84,16,97,11.8
1651963,64842240,,3502,99,16,97,5
1653059,79634880,,6419,134,30,238,12
1654753,61415040,,276,36,11,22,15
1654753,61415040,,6270,44,11,22,1.5
1658216,76786860,164731,6462,71,7,155,10.8
1658216,76786860,164731,6492,163,7,155,21
1658216,76786860,164731,4080,92,7,155,23.5
1658216,76786860,164731,1000,92,7,155,15.5
1658216,76786860,164731,743,91,7,155,17.5
1658216,76786860,164731,1749,92,7,155,23.5
1658216,76786860,164731,6491,44,7,155,4
1658216,76786860,164731,6498,44,7,155,3.5
1658216,76786860,164731,6500,44,7,155,12
1660538,56731860,32265,5810,94,28,201,5
1661516,81792060,2713,6459,92,29,164,23.5
1661516,81792060,2713,8529,91,29,164,18.9
1662492,47047740,,5291,94,1,39,18.4
1663438,56885880,,5595,140,28,152,15
1664039,65710560,,6477,28,16,91,4
1664306,65902140,,948,110,21,173,7.5
1665163,82293360,,5841,71,4,103,8
1666477,65985720,138209,3987,71,21,147,3.6
1666477,65985720,138209,8492,110,21,147,6.75
1666686,65873100,,5553,140,16,91,11
1668174,57066660,,5316,146,28,62,18.5
1677273,47472300,,3671,24,1,138,3
1677945,66509460,,8474,99,16,235,11.2
1680138,66666780,43720,3949,134,21,148,13.5
1681617,61145880,,6194,148,1,2,19
1683076,65454420,,3767,71,22,54,5
1683076,65454420,,6288,71,22,54,5.5
1683076,65454420,,8502,110,22,54,3.5
1683096,78597480,,6211,99,7,255,5
1684567,84904560,72271,8529,91,25,161,18.9
1684567,84904560,72271,846,68,25,161,14
1684567,84904560,72271,1257,91,25,161,11.5
1684614,84204060,,6419,134,29,164,12
1684646,47638560,,2197,49,1,138,17.9
1684646,47638560,,3280,71,1,138,5
1684646,47638560,,4452,84,1,138,28
1684968,93093600,,6536,95,20,101,18.5
1686691,78924900,92761,5972,71,7,67,10
1686691,78924900,92761,3502,99,7,67,5
1686691,78924900,92761,6556,146,7,67,16.5
1691593,92070600,8782,6569,71,9,,4.5
1691593,92070600,8782,6832,78,9,,4.5
1691593,92070600,8782,6570,71,9,,4.5
1691593,92070600,8782,6696,36,9,,28.5
1695858,93634260,,6830,71,23,10,8
1695858,93634260,,6826,71,23,10,8
1695858,93634260,,6829,71,23,10,8
1696445,115579080,88150,6910,36,14,254,35
1699562,61827240,,274,36,1,2,15
1699562,61827240,,6270,44,1,2,1.5
1699762,58988520,,3950,134,28,62,11.5
1699762,58988520,,1121,134,28,62,7.9
1700407,111675000,,1673,75,15,31,13.5
1707395,62255760,,5997,71,36,15,8
1707395,62255760,,6532,75,36,15,18
1707395,62255760,,3983,75,36,15,18
1707395,62255760,,5998,71,36,15,8
1710648,113402820,,6201,131,15,31,29.8
1711755,54141120,,6285,134,8,72,7.5
1716157,62347440,,6122,148,36,15,19
1716157,62347440,,6194,148,36,15,19
1716157,62347440,,6187,148,36,15,19
1716845,84189000,,1663,92,30,60,19.5
1718104,66931560,61933,5965,94,33,45,7
1718104,66931560,61933,8469,146,33,45,12.65
1721757,115645380,,4427,24,15,31,4.9
1721757,115645380,,6766,146,15,31,2.6
1721757,115645380,,1766,41,15,31,2.6
1721757,115645380,,6764,134,15,31,2.6
1721757,115645380,,6321,99,15,31,4
1722817,67256040,,1116,60,33,81,6.7
1733932,68038980,11685,7072,109,33,45,13.5
1733932,68038980,11685,1211,109,33,45,13.5
1737324,69536040,,5561,140,21,173,11.6
1737324,69536040,,315,36,21,173,17.15
1737324,69536040,,6323,99,21,173,3.7
1742610,68213940,162855,6327,49,11,71,13
1742610,68213940,162855,3608,49,11,71,13.52
1745031,68818440,42179,5277,40,33,106,26.5
1745480,49898940,,5994,71,1,149,7
1745480,49898940,,5839,71,1,149,7
1746583,84446940,139276,6608,75,7,67,12.5
1757506,96912540,,4201,71,20,303,7
1759512,97148220,,6826,71,20,41,8.2
1760055,92171640,,6767,94,29,283,22.9
1760055,92171640,,6702,36,29,283,39.5
1760055,92171640,,6727,36,29,283,39.5
1762747,99139560,98763,6418,52,23,160,11.2
1763326,97495620,,7082,109,20,303,14.5
1763326,97495620,,6215,71,20,303,3.5
1763945,93633780,143123,5585,99,35,35,8.9
1763945,93633780,143123,5901,71,35,35,3.4
1769315,59322780,,5903,71,8,116,3.4
1772417,98555100,,4533,94,20,41,23.2
1772417,98555100,,5587,101,20,41,14.4
1772786,62187420,,6288,71,5,228,6.85
1772786,62187420,,2996,71,5,228,14.15
1772786,62187420,,1760,71,5,228,4.8
1774745,65622660,139687,5839,71,36,174,8
1775679,72381000,41143,6613,140,21,212,11.6
1775679,72381000,41143,1500,146,21,212,18.5
1776493,72463200,77231,8453,110,21,173,7.1
1776493,72463200,77231,4361,127,21,173,6.5
1778181,93876420,,2503,44,35,35,20.5
1778181,93876420,,6827,71,35,35,8
1778181,93876420,,6832,78,35,35,4.5
1785108,60022740,,6256,75,8,107,7
1788485,76160340,,3983,75,16,91,18.5
1791995,103387800,11280,6613,140,23,65,11.7
1793006,76521540,,1750,92,16,42,23.5
1798557,92156820,20493,5852,48,30,238,13.7
1799772,90174540,159773,6799,148,7,155,3.88
1799772,90174540,159773,8561,109,7,155,8.48
1799772,90174540,159773,5970,71,7,155,2.99
1800888,98108640,15906,1121,134,9,,8.4
1800888,98108640,15906,6586,163,9,,15.2
1806001,67458060,121918,4208,75,11,228,18
1806176,96549480,,5316,146,35,35,21.7
1810640,63822900,,6271,44,5,4,13.5
1813721,99314160,101010,6813,71,9,,15.7
1813721,99314160,101010,5572,140,9,,4.5
1813721,99314160,101010,5571,140,9,,4.5
1817913,78508920,,3767,71,16,42,5
1817913,78508920,,8500,110,16,42,5
1821868,68295960,,5843,71,11,221,5
1821868,68295960,,5841,71,11,221,5
1823365,93724140,,6688,36,30,60,10
1828814,76339020,55559,8474,99,21,212,11.8
1828814,76339020,55559,8473,99,21,212,11.8
1828814,76339020,55559,5587,101,21,212,14.2
1828814,76339020,55559,8462,109,21,212,13.5
1832812,94584420,,4950,75,30,82,12
1836549,92763480,22,6777,44,7,155,2.25
1836549,92763480,22,6976,91,7,155,8.75
1836549,92763480,22,1143,92,7,155,8.75
1836549,92763480,22,8444,91,7,155,7
1836549,92763480,22,1044,91,7,155,5.75
1836549,92763480,22,6953,91,7,155,5.75
